Tax Year,County,Income Class,Number of Returns,NY AGI Total ($),NYS Tax Liability Total ($)
2012,Queens,"$100,000 - $199,999",70420,10613891779.2,322086739.06
2012,Queens,"$20,000 - $29,999",99687,2416509071.27,98707630.4
2012,Queens,"$200,000 or more",34995,10712841334.53,190784085.57
2012,Queens,"$30,000 - $39,999",89943,3297294972.75,135237157.86
2012,Queens,"$40,000 - $49,999",77075,3153588801.71,170654581.33
2012,Queens,"$5,000 - $9,999",54343,400098145.37,16788131.57
2012,Queens,"$50,000 - $74,999",132307,7487584942.85,380075203.18
2012,Queens,"$75,000 - $99,999",79194,6930613531.58,272769940.04
2012,Queens,"Under $5,000",49551,116821920.85,4357791.85
2012,Residence Unknown ++,All Classes,433,9648418.75,357883.1
2012,Rockland,"$10,000 - $19,999",14311,218575984.97,10811837.31
2012,Rockland,"$100,000 - $199,999",13092,2030580671.31,68342006.74
2012,Rockland,"$20,000 - $29,999",14783,345804029.93,17665826.95
2012,Rockland,"$200,000 or more",7806,2382989640.15,51863415.04
2012,Rockland,"$30,000 - $39,999",14347,516249787.98,29630773.95
2012,Rockland,"$40,000 - $49,999",13280,583248549.58,34047293.37
2012,Rockland,"$5,000 - $9,999",6426,48474243.25,2137691.72
2012,Rockland,"$50,000 - $74,999",22223,1413419050.29,80086459.38
2012,Rockland,"$75,000 - $99,999",13543,1240795573.39,63343872.16
2012,Rockland,"Under $5,000",5862,15066217.25,604629.68
2012,Schuyler,"$10,000 - $19,999",1433,21882030.88,695895.77
2012,Schuyler,"$100,000 - $199,999",590,89753127.61,2014972.6
2012,Schuyler,"$20,000 - $29,999",1261,29855392.96,1035894.37
2012,Schuyler,"$200,000 or more",269,84722244.44,1133999.62
2012,Schuyler,"$30,000 - $39,999",1091,40539775.52,1474440.8
2012,Schuyler,"$40,000 - $49,999",880,39803093.48,1581300.07
2012,Schuyler,"$5,000 - $9,999",752,5782911.59,176410.66
2012,Schuyler,"$50,000 - $74,999",1358,77845494.97,3148065.63
2012,Schuyler,"$75,000 - $99,999",735,64147612.36,1985538.13
2012,Schuyler,"Under $5,000",870,2092288.22,52628.88
2012,Seneca,"$10,000 - $19,999",2516,41550181.98,1345723.17
2012,Seneca,"$100,000 - $199,999",1048,157241844.4,3772019.52
2012,Seneca,"$20,000 - $29,999",2029,49910068.8,1663147.52
2012,Seneca,"$200,000 or more",485,159058315.31,2141577.2
2012,Seneca,"$30,000 - $39,999",1915,68009760.7,2444038.34
2012,Seneca,"$40,000 - $49,999",1475,73336453.2,2730311.33
2012,Seneca,"$5,000 - $9,999",1333,10066532.34,331904.74
2012,Seneca,"$50,000 - $74,999",2188,133040509.21,4646031.33
2012,Seneca,"$75,000 - $99,999",1293,123883011.0,3835380.58
2012,Seneca,"Under $5,000",1408,3432811.35,96435.33
2012,Staten Island,"$10,000 - $19,999",24911,372120273.46,15056534.31
2012,Staten Island,"$100,000 - $199,999",16126,2462771301.3,74661168.99
2012,Staten Island,"$20,000 - $29,999",24313,562441823.55,27549929.28
2012,Staten Island,"$200,000 or more",8856,2510900167.43,46899979.51
2012,Staten Island,"$30,000 - $39,999",20979,806858122.33,34900119.69
2012,Staten Island,"$40,000 - $49,999",20029,947715746.23,41484278.71
2012,Staten Island,"$5,000 - $9,999",11511,87918317.62,3762964.92
2012,Staten Island,"$50,000 - $74,999",28192,1732699600.43,75554466.52
2012,Staten Island,"$75,000 - $99,999",17622,1519341326.38,70145407.77
2012,Staten Island,"Under $5,000",10118,25033080.03,966338.7
2012,Suffolk,"$10,000 - $19,999",83502,1288894998.77,64660795.84
2012,Suffolk,"$100,000 - $199,999",66803,10242555879.42,350851966.1
2012,Suffolk,"$20,000 - $29,999",87511,2286574906.89,116130742.33
2012,Suffolk,"$200,000 or more",37127,11330024163.04,230482877.73
2012,Suffolk,"$30,000 - $39,999",78673,2861782306.82,145252485.3
2012,Suffolk,"$40,000 - $49,999",73456,3237943158.7,187677004.51
2012,Suffolk,"$5,000 - $9,999",40135,308116030.05,13489862.54
2012,Suffolk,"$50,000 - $74,999",134320,8510187044.14,439885993.31
2012,Suffolk,"$75,000 - $99,999",73735,6365606886.25,319803311.55
2012,Suffolk,"Under $5,000",39563,108721928.88,3999320.52
2012,Tioga,"$10,000 - $19,999",3611,53299865.73,2096708.68
2012,Tioga,"$100,000 - $199,999",1680,251004002.56,6338204.69
2012,Tioga,"$20,000 - $29,999",3417,82699858.56,3077253.11
2012,Tioga,"$200,000 or more",751,223028685.51,3447473.08
2012,Tioga,"$30,000 - $39,999",3041,106709714.41,4257421.33
2012,Tioga,"$40,000 - $49,999",2383,101258287.19,4798830.55
2012,Tioga,"$5,000 - $9,999",1932,14839829.27,532940.8
2012,Tioga,"$50,000 - $74,999",3335,212954685.09,7985389.8
2012,Tioga,"$75,000 - $99,999",1811,167685015.25,5847464.99
2012,Tioga,"Under $5,000",2127,5169873.73,160389.22
2012,Tompkins,"$10,000 - $19,999",6220,90188947.46,3813454.52
2012,Tompkins,"$100,000 - $199,999",3455,516461556.28,13295301.52
2012,Tompkins,"$20,000 - $29,999",5927,153832708.37,5739648.66
2012,Tompkins,"$200,000 or more",1626,521956776.21,7831778.22
2012,Tompkins,"$30,000 - $39,999",5462,188466237.84,8273839.37
2012,Tompkins,"$40,000 - $49,999",4400,199967836.24,8897022.51
2012,Tompkins,"$5,000 - $9,999",3213,21443622.78,920301.3
2012,Tompkins,"$50,000 - $74,999",7135,470897139.41,19182730.79
2012,Tompkins,"$75,000 - $99,999",3884,363176394.1,13923433.76
2012,Tompkins,"Under $5,000",2956,6862133.95,238614.37
2012,Westchester,"$10,000 - $19,999",38654,585176332.44,33132215.63
2012,Westchester,"$100,000 - $199,999",57715,7868019368.42,397500382.6
2012,Westchester,"$20,000 - $29,999",45097,1084189147.0,75152830.46
2012,Westchester,"$200,000 or more",35424,10602598017.43,305405607.66
2012,Westchester,"$30,000 - $39,999",46429,1546415281.55,101361533.57
2012,Westchester,"$40,000 - $49,999",44083,1873234069.66,140582892.09
2012,Westchester,"$5,000 - $9,999",17713,130185328.25,8527716.29
2012,Westchester,"$50,000 - $74,999",84947,5194291037.19,348892093.16
2012,Westchester,"$75,000 - $99,999",55348,4903770116.19,291213174.32
2012,Westchester,"Under $5,000",14773,39197703.37,1800640.62
2012,Yates,"$10,000 - $19,999",1924,29399205.87,961080.01
2012,Yates,"$100,000 - $199,999",717,113051030.19,2638446.51
2012,Yates,"$20,000 - $29,999",1574,37822688.01,1326186.23
2012,Yates,"$200,000 or more",339,104288335.58,1721089.24
2012,Yates,"$30,000 - $39,999",1351,48351906.81,1759504.33
2012,Yates,"$40,000 - $49,999",1084,45538632.06,1888334.3
2012,Yates,"$5,000 - $9,999",1074,7630908.57,285200.31
2012,Yates,"$50,000 - $74,999",1619,95735220.31,3842759.25
2012,Yates,"$75,000 - $99,999",827,73617560.24,2481370.45
2012,Yates,"Under $5,000",1040,2721185.79,71206.07
2013,Albany,"$10,000 - $19,999",20608,302871953.25,13639788.5
2013,Albany,"$100,000 - $199,999",12936,1987421190.77,57702372.52
2013,Albany,"$20,000 - $29,999",19035,476793875.59,21081072.12
2013,Albany,"$200,000 or more",6626,1840884929.69,37181813.22
2013,Albany,"$30,000 - $39,999",16597,571910608.94,27574982.41
2013,Albany,"$40,000 - $49,999",14089,668157431.3,34826275.7
2013,Albany,"$5,000 - $9,999",9413,68655983.56,3328441.04
2013,Albany,"$50,000 - $74,999",24890,1503922250.22,85175742.02
2013,Albany,"$75,000 - $99,999",14181,1188474624.69,56752276.22
2013,Albany,"Under $5,000",9702,23265485.32,950254.88
2013,Bronx,"$10,000 - $19,999",90569,1429307451.67,40049740.27
2013,Bronx,"$100,000 - $199,999",24236,3456020201.1,75648208.66
2013,Bronx,"$20,000 - $29,999",73209,1743659884.84,56251201.03
2013,Bronx,"$200,000 or more",10382,3247054551.16,39831750.17
2013,Bronx,"$30,000 - $39,999",64182,2169224571.11,73514895.92
2013,Bronx,"$40,000 - $49,999",46536,2229781955.57,75497988.78
2013,Bronx,"$5,000 - $9,999",52263,371514946.3,11581683.6
2013,Bronx,"$50,000 - $74,999",62785,3813694232.17,126464745.4
2013,Bronx,"$75,000 - $99,999",30248,2621918880.17,82805760.0
2013,Bronx,"Under $5,000",59543,144972376.81,3690469.03
2013,Brooklyn,"$10,000 - $19,999",128397,1801846663.11,75356863.0
2013,Brooklyn,"$100,000 - $199,999",68455,10196554343.7,289846317.24
2013,Brooklyn,"$20,000 - $29,999",120232,2884521293.38,117842205.1
2013,Brooklyn,"$200,000 or more",33686,9197353396.3,178109687.14
2013,Brooklyn,"$30,000 - $39,999",104746,3750599336.77,164878909.04
2013,Brooklyn,"$40,000 - $49,999",89235,4269378953.56,185479472.0
2013,Brooklyn,"$5,000 - $9,999",64673,506344176.52,17004279.31
2013,Brooklyn,"$50,000 - $74,999",142885,7999291368.91,429733078.77
2013,Brooklyn,"$75,000 - $99,999",73366,6876210413.66,265137143.45
2013,Brooklyn,"Under $5,000",68124,167321458.84,5938247.95
2013,Broome,"$10,000 - $19,999",14650,224626739.26,8358292.3
2013,Broome,"$100,000 - $199,999",6713,1054137055.33,30328017.69
2013,Broome,"$20,000 - $29,999",12336,300384064.86,11459750.5
2013,Broome,"$200,000 or more",3352,1000127128.8,15815723.81
2013,Broome,"$30,000 - $39,999",11800,392221896.44,16496873.1
2013,Broome,"$40,000 - $49,999",9769,493423986.46,20385836.95
2013,Broome,"$5,000 - $9,999",7432,56945111.17,1853741.68
2013,Broome,"$50,000 - $74,999",14674,932235952.49,37698776.05
2013,Broome,"$75,000 - $99,999",7384,622871365.47,24353831.15
2013,Broome,"Under $5,000",7644,18362629.98,525979.04
2013,Cayuga,"$10,000 - $19,999",5452,82907442.49,2610387.08
2013,Cayuga,"$100,000 - $199,999",2330,339790751.17,9242226.21
2013,Cayuga,"$20,000 - $29,999",5432,133773087.26,4694065.77
2013,Cayuga,"$200,000 or more",1229,360622858.01,6107163.49
2013,Cayuga,"$30,000 - $39,999",4661,148705819.14,6543282.71
2013,Cayuga,"$40,000 - $49,999",3576,158320655.49,7155553.39
2013,Cayuga,"$5,000 - $9,999",3025,22678535.09,792296.68
2013,Cayuga,"$50,000 - $74,999",5099,313514536.46,13396237.28
2013,Cayuga,"$75,000 - $99,999",2905,252312541.59,8479573.74
2013,Cayuga,"Under $5,000",3113,7163228.91,242653.52
2013,Chemung,"$10,000 - $19,999",6375,89188371.61,3297539.75
2013,Chemung,"$100,000 - $199,999",2942,440094595.88,11207737.16
2013,Chemung,"$20,000 - $29,999",5438,142510666.87,5449470.73
2013,Chemung,"$200,000 or more",1297,412452061.5,6153950.5
2013,Chemung,"$30,000 - $39,999",4719,169280960.02,6234179.58
2013,Chemung,"$40,000 - $49,999",3948,172232564.09,7198083.32
2013,Chemung,"$5,000 - $9,999",3237,23318576.44,815519.17
2013,Chemung,"$50,000 - $74,999",5991,345957712.38,15158743.39
2013,Chemung,"$75,000 - $99,999",3262,274993683.89,10469449.87
2013,Chemung,"Under $5,000",3521,9360554.76,275445.62
2013,Cortland,"$10,000 - $19,999",3628,54247979.11,2087490.37
2013,Cortland,"$100,000 - $199,999",1412,216005511.17,5955711.44
2013,Cortland,"$20,000 - $29,999",3311,81275144.5,2939006.22
2013,Cortland,"$200,000 or more",731,210049147.21,3176628.38
2013,Cortland,"$30,000 - $39,999",2809,105439088.79,3580623.71
2013,Cortland,"$40,000 - $49,999",2270,107142501.46,4357953.21
2013,Cortland,"$5,000 - $9,999",2068,14729957.79,539649.32
2013,Cortland,"$50,000 - $74,999",3606,231025785.27,8309593.83
2013,Cortland,"$75,000 - $99,999",1840,162176602.56,5816908.7
2013,Cortland,"Under $5,000",2121,4973896.65,170934.99
2013,Dutchess,"$10,000 - $19,999",18559,269819939.39,12480007.16
2013,Dutchess,"$100,000 - $199,999",11997,1942370726.43,57109346.23
2013,Dutchess,"$20,000 - $29,999",16966,425785366.76,19551492.52
2013,Dutchess,"$200,000 or more",6812,1988249623.63,39784608.48
2013,Dutchess,"$30,000 - $39,999",17027,614338056.72,30357633.06
2013,Dutchess,"$40,000 - $49,999",13181,654264353.28,29470413.61
2013,Dutchess,"$5,000 - $9,999",8836,67214864.37,2991638.3
2013,Dutchess,"$50,000 - $74,999",22418,1392308646.84,69509952.78
2013,Dutchess,"$75,000 - $99,999",12487,1090358729.52,54435687.7
2013,Dutchess,"Under $5,000",8224,20573567.55,875937.31
2013,Erie,"$10,000 - $19,999",63599,943193518.41,37830067.26
2013,Erie,"$100,000 - $199,999",32074,5258057913.24,141222182.16
2013,Erie,"$20,000 - $29,999",58057,1470063357.28,56035631.0
2013,Erie,"$200,000 or more",16566,5029582919.48,94729751.09
2013,Erie,"$30,000 - $39,999",52345,1795997016.31,75863227.02
2013,Erie,"$40,000 - $49,999",43671,2002122274.18,85286620.36
2013,Erie,"$5,000 - $9,999",31524,275129061.41,8717589.44
2013,Erie,"$50,000 - $74,999",67446,4395227538.23,195912285.76
2013,Erie,"$75,000 - $99,999",38198,3323341833.25,139696880.65
2013,Erie,"Under $5,000",32075,79432321.53,2723480.18
2013,"Grand Total, Full-Year Resident",All Classes,6784410,439117520161.65,19146217605.79
2013,Hamilton,"$10,000 - $19,999",378,5651607.79,158677.43
2013,Hamilton,"$100,000 - $199,999",193,31738797.08,635497.81
2013,Hamilton,"$20,000 - $29,999",370,8550088.61,250386.66
2013,Hamilton,"$200,000 or more",97,31386012.96,355016.81
2013,Hamilton,"$30,000 - $39,999",317,10799799.3,345697.78
2013,Hamilton,"$40,000 - $49,999",225,10242298.06,360867.71
2013,Hamilton,"$5,000 - $9,999",193,1420744.06,41403.43
2013,Hamilton,"$50,000 - $74,999",439,27745470.11,837491.25
2013,Hamilton,"$75,000 - $99,999",221,20490182.49,534012.65
2013,Hamilton,"Under $5,000",204,499637.45,12392.03
2013,Madison,"$10,000 - $19,999",4896,69361594.66,2873945.74
2013,Madison,"$100,000 - $199,999",2170,312341753.72,9873470.83
2013,Madison,"$20,000 - $29,999",4559,106917619.75,4366505.34
2013,Madison,"$200,000 or more",1041,298769150.56,5507202.94
2013,Madison,"$30,000 - $39,999",3760,140486244.5,5851294.48
2013,Madison,"$40,000 - $49,999",3433,158638044.96,6889031.16
2013,Madison,"$5,000 - $9,999",2528,17649002.36,695617.97
2013,Madison,"$50,000 - $74,999",4740,283758256.74,12484186.01
2013,Madison,"$75,000 - $99,999",2650,225423273.65,9100997.9
2013,Madison,"Under $5,000",2569,6390566.85,203981.37
2013,Manhattan,"$10,000 - $19,999",40871,634625506.36,56259794.26
2013,Manhattan,"$100,000 - $199,999",119299,17880470258.79,1141777367.28
2013,Manhattan,"$20,000 - $29,999",52350,1315288579.41,107161693.23
2013,Manhattan,"$200,000 or more",83220,27287144751.62,922299784.57
2013,Manhattan,"$30,000 - $39,999",67633,2218420960.1,217477818.66
2013,Manhattan,"$40,000 - $49,999",64710,2820597910.26,290804568.62
2013,Manhattan,"$5,000 - $9,999",17157,157370118.92,10190280.55
2013,Manhattan,"$50,000 - $74,999",138487,8563442105.62,867890183.53
2013,Manhattan,"$75,000 - $99,999",106996,9115214613.59,834932274.87
2013,Manhattan,"Under $5,000",13747,36520054.62,2375072.92
2013,Monroe,"$10,000 - $19,999",46992,771299770.66,29404921.2
2013,Monroe,"$100,000 - $199,999",28881,3964250476.75,124956459.79
2013,Monroe,"$20,000 - $29,999",43349,1108282243.21,45208732.56
2013,Monroe,"$200,000 or more",13532,4353103439.32,71673438.79
2013,Monroe,"$30,000 - $39,999",39593,1359905730.2,62856273.22
2013,Monroe,"$40,000 - $49,999",31677,1614677133.92,76106586.27
2013,Monroe,"$5,000 - $9,999",23638,189639474.92,7869604.55
2013,Monroe,"$50,000 - $74,999",56033,3427990935.86,152498800.51
2013,Monroe,"$75,000 - $99,999",31667,2692854673.56,116534841.65
2013,Monroe,"Under $5,000",23328,58175573.79,2078538.99
2013,NYS Unclassified +,All Classes,2469,78461943.83,2493459.43
2013,Nassau,"$10,000 - $19,999",56711,849332427.51,56565925.11
2013,Nassau,"$100,000 - $199,999",79972,11890097480.77,540554271.13
2013,Nassau,"$20,000 - $29,999",60284,1402161443.96,100959331.5
2013,Nassau,"$200,000 or more",46795,14081393247.25,392413049.75
2013,Nassau,"$30,000 - $39,999",65882,2197513561.37,154346239.92
2013,Nassau,"$40,000 - $49,999",63123,2819404388.41,214628568.06
2013,Nassau,"$5,000 - $9,999",26336,196032689.01,12014247.24
2013,Nassau,"$50,000 - $74,999",117985,7313378755.28,586229724.78
2013,Nassau,"$75,000 - $99,999",80557,6851989575.16,455617418.48
2013,Nassau,"Under $5,000",22684,56971971.42,2860562.36
2013,Onondaga,"$10,000 - $19,999",34502,498849442.3,21834790.65
2013,Onondaga,"$100,000 - $199,999",18922,2872625296.48,86499944.98
2013,Onondaga,"$20,000 - $29,999",30906,736077389.16,32498113.27
2013,Onondaga,"$200,000 or more",9322,2727522398.22,49622819.06
2013,Onondaga,"$30,000 - $39,999",26797,953187141.19,41748574.69
2013,Onondaga,"$40,000 - $49,999",23421,984016841.84,48919777.67
2013,Onondaga,"$5,000 - $9,999",15587,111739037.16,4643361.82
2013,Onondaga,"$50,000 - $74,999",37093,2263501896.12,114914378.28
2013,Onondaga,"$75,000 - $99,999",20229,1589441094.68,69478924.21
2013,Onondaga,"Under $5,000",16254,44371932.9,1408543.83
2013,Orange,"$10,000 - $19,999",22869,371458989.04,15175944.88
2013,Orange,"$100,000 - $199,999",13089,2145088002.57,63297577.3
2013,Orange,"$20,000 - $29,999",21753,506983269.82,25588968.54
2013,Orange,"$200,000 or more",6772,2046215866.27,37109421.79
2013,Orange,"$30,000 - $39,999",20235,701854705.23,34349641.08
2013,Orange,"$40,000 - $49,999",15567,676421832.91,35405539.12
2013,Orange,"$5,000 - $9,999",10790,79004834.63,3591264.73
2013,Orange,"$50,000 - $74,999",27816,1655745807.75,82933942.62
2013,Orange,"$75,000 - $99,999",14799,1263775399.24,59338755.85
2013,Orange,"Under $5,000",10808,28189100.81,1048163.46
2013,Queens,"$10,000 - $19,999",102529,1518032365.36,63858955.32
2013,Queens,"$100,000 - $199,999",66030,9952285883.39,311127307.97
2013,Queens,"$20,000 - $29,999",95569,2505182378.77,99427133.51
2013,Queens,"$200,000 or more",34750,11420098921.52,189158124.05
2013,Queens,"$30,000 - $39,999",97582,3679011832.56,150995897.42
2013,Queens,"$40,000 - $49,999",77056,3336413182.29,160044906.22
2013,Queens,"$5,000 - $9,999",48395,347526432.79,14852766.88
2013,Queens,"$50,000 - $74,999",127302,7766301694.29,365048815.14
2013,Queens,"$75,000 - $99,999",80925,7896938114.39,321341534.1
2013,Queens,"Under $5,000",48104,125517796.78,4221689.76
2013,Residence Unknown ++,All Classes,897,18676674.2,647938.43
2013,Rockland,"$10,000 - $19,999",15226,229214772.23,13558592.35
2013,Rockland,"$100,000 - $199,999",14353,2044428737.53,84563626.01
2013,Rockland,"$20,000 - $29,999",14554,365020073.66,18665292.77
2013,Rockland,"$200,000 or more",7636,2423641685.8,55533208.78
2013,Rockland,"$30,000 - $39,999",14818,569242635.78,32424177.23
2013,Rockland,"$40,000 - $49,999",13934,589460283.69,35431553.7
2013,Rockland,"$5,000 - $9,999",6736,46365035.12,2759682.13
2013,Rockland,"$50,000 - $74,999",23047,1413218773.87,86066198.59
2013,Rockland,"$75,000 - $99,999",13715,1145631311.97,72854762.19
2013,Rockland,"Under $5,000",6144,15957198.4,663687.97
2013,Schuyler,"$10,000 - $19,999",1519,22485743.57,880461.0
2013,Schuyler,"$100,000 - $199,999",623,93331887.25,2477732.22
2013,Schuyler,"$20,000 - $29,999",1246,29993141.88,1141847.9
2013,Schuyler,"$200,000 or more",287,89812078.52,1270316.57
2013,Schuyler,"$30,000 - $39,999",1074,37288187.45,1404457.17
2013,Schuyler,"$40,000 - $49,999",930,45996291.53,1664870.64
2013,Schuyler,"$5,000 - $9,999",831,6072051.49,203424.25
2013,Schuyler,"$50,000 - $74,999",1399,93707406.77,3461838.22
2013,Schuyler,"$75,000 - $99,999",713,63503110.09,2037518.27
2013,Schuyler,"Under $5,000",845,2152010.42,64333.64
2013,Seneca,"$10,000 - $19,999",2518,34833231.94,1413194.74
2013,Seneca,"$100,000 - $199,999",1025,140776514.16,4102029.82
2013,Seneca,"$20,000 - $29,999",2163,51880565.74,2147080.9
2013,Seneca,"$200,000 or more",510,162366276.36,2550394.98
2013,Seneca,"$30,000 - $39,999",1943,68988978.64,3052354.53
2013,Seneca,"$40,000 - $49,999",1584,73527061.65,3389678.6
2013,Seneca,"$5,000 - $9,999",1350,9429825.39,365213.65
2013,Seneca,"$50,000 - $74,999",2312,147695382.93,5791978.04
2013,Seneca,"$75,000 - $99,999",1216,112842139.57,4070122.16
2013,Seneca,"Under $5,000",1452,3933199.23,123998.63
2013,Staten Island,"$10,000 - $19,999",23854,349877920.92,14390208.37
2013,Staten Island,"$100,000 - $199,999",15197,2449392851.08,70179707.06
2013,Staten Island,"$20,000 - $29,999",21867,587070109.47,24914771.27
2013,Staten Island,"$200,000 or more",8294,2500824120.59,46068422.26
2013,Staten Island,"$30,000 - $39,999",20864,730503388.93,35806764.31
2013,Staten Island,"$40,000 - $49,999",20032,942757720.55,49972936.75
2013,Staten Island,"$5,000 - $9,999",10994,71981983.65,3594902.47
2013,Staten Island,"$50,000 - $74,999",31029,1786473584.41,92720947.5
2013,Staten Island,"$75,000 - $99,999",18112,1462809264.6,63577618.34
2013,Staten Island,"Under $5,000",11387,29535665.4,1083642.89
2013,Suffolk,"$10,000 - $19,999",86960,1303663818.78,67594308.41
2013,Suffolk,"$100,000 - $199,999",69003,10649526074.34,382940228.83
2013,Suffolk,"$20,000 - $29,999",84405,2161351700.44,104673835.59
